state_id,state,week_start,network_id,selected_stores,selected_families,baseline_demand,current_demand,absolute_demand_shift,relative_demand_shift,positive_demand_shift,negative_demand_shift,promotion_intensity,holiday_flag,transactions_change,inventory_to_demand_ratio,capacity_slack_ratio,demand_concentration,incumbent_inventory_concentration,transport_cost_cv,transport_substitutability_proxy,incumbent_inventory_source,oracle_repository,oracle_commit,calibration_role,calibration_scheme,total_cost_keep,first_stage_keep,robust_recourse_keep,total_cost_reopt,first_stage_reopt,robust_recourse_reopt,reconfiguration_cost,decision_value,relative_decision_value,inventory_change_L1,changed_inventory_pairs,keep_status,oracle_status,exact_certification_pass,global_risk_budget_coupling_pass,recourse_identity_error,runtime_keep,runtime_reopt
pichincha-pichincha-context-2-20151019,Pichincha,2015-10-19,pichincha-context-2,11|49|10|4|7,CLEANING|DAIRY|BREAD/BAKERY,106267.67325,99829.24799999999,-6438.425250000015,-0.06058686572400337,0.0,-0.06058686572400337,0.003335695767236472,False,-0.028347245020314556,1.1709438157342424,0.3360792657976024,0.09062496356153175,0.24262757249148278,0.1705416887222656,0.0,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,234929.121075,121885.902975,113043.2181,226131.80114616003,113088.58304616003,113043.2181,463.01683835999916,8797.319928839977,0.03744669834282262,9260.336767199984,6,OPTIMAL,OPTIMAL,True,True,0.0,0.0018558999290689826,0.06966329994611442
guayas-guayas-context-1-20151123,Guayas,2015-11-23,guayas-context-1,32|30|36|27|51,CLEANING|DAIRY|BREAD/BAKERY,68209.1247325,65158.72,-3050.404732499999,-0.044721358681304925,0.0,-0.044721358681304925,0.007105725833779423,True,0.002670657601052781,1.1514964874348361,0.33567213959599396,0.10061477262348839,0.1832268102093822,0.23624156944469854,0.2,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,159334.43225575,78287.97320575001,81046.45905,154315.6618561537,73528.72780615366,80786.93405000004,289.51291576823036,5018.770399596309,0.03149834174913686,5790.258315364636,4,OPTIMAL,OPTIMAL,True,True,0.0,0.0009211000287905335,0.061558499932289124
pichincha-pichincha-context-1-20151123,Pichincha,2015-11-23,pichincha-context-1,10|17|7|49|44,GROCERY I|BEVERAGES|PRODUCE,544549.9639450001,550694.07507,6144.111124999938,0.011282915309531629,0.011282915309531629,0.0,0.003931402384753825,True,0.05462424449766222,1.087727265384795,0.290230533823778,0.09486064626752003,0.17158181355624408,0.1374045122985414,0.6,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,1262424.8443429,626539.6640930001,635885.1802498999,1235167.5599833382,615251.8474778379,619915.7125055002,760.4835439560402,27257.284359561745,0.02159121351398097,15209.670879120837,6,OPTIMAL,OPTIMAL,True,True,0.0,0.0019230999751016498,0.03523130004759878
guayas-guayas-context-2-20160111,Guayas,2016-01-11,guayas-context-2,34|27|32|35|36,GROCERY I|BEVERAGES|PRODUCE,252336.0757925,210171.078,-42164.997792499984,-0.16709857145901302,0.0,-0.16709857145901302,0.003906341480534253,False,-0.14433772523909208,1.320684491953503,0.4273577074712409,0.08872111601970917,0.2378347652614486,0.1716605549165161,0.4,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,566564.3529717501,288078.23727175005,278486.11569999997,529386.6203309419,250577.78411940328,278808.8362115386,1973.7080606498268,37177.732640808215,0.0656196113394765,39474.161212996536,6,OPTIMAL,OPTIMAL,True,True,0.0,0.0015216999454423785,0.043278600089251995
pichincha-pichincha-context-2-20160509,Pichincha,2016-05-09,pichincha-context-2,11|49|10|4|7,CLEANING|DAIRY|BREAD/BAKERY,114778.82799250001,109159.037,-5619.790992500013,-0.04896191301820251,0.0,-0.04896191301820251,0.012504690747684042,True,-0.06636009776409885,1.156630859538913,0.2818115482424941,0.09140447081809558,0.2434828660805882,0.1705416887222656,0.0,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,254142.92674175,131714.66264175,122428.2641,244600.415670113,122172.15157011301,122428.2641,502.2374248229992,9542.51107163701,0.037547812933364594,10044.748496459983,6,OPTIMAL,OPTIMAL,True,True,0.0,0.002565799979493022,0.05053340003360063
guayas-guayas-context-1-20160530,Guayas,2016-05-30,guayas-context-1,32|30|36|27|51,CLEANING|DAIRY|BREAD/BAKERY,72471.59553250001,78992.747,6521.151467499993,0.08998217052604522,0.08998217052604522,0.0,0.01648252592101905,False,0.03641831356636886,1.0091908195792962,0.25923329044931814,0.09368029687942933,0.18351568275733088,0.23624156944469854,0.2,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,446495.02554342477,83668.39243575001,362826.6331076748,188126.26895659187,89043.44495659186,99082.82400000001,298.40499768559084,258368.7565868329,0.5786598770554605,5968.099953711816,4,OPTIMAL,OPTIMAL,True,True,0.0,0.0019201000686734915,0.08067359996493906
pichincha-pichincha-context-1-20161205,Pichincha,2016-12-05,pichincha-context-1,10|17|7|49|44,GROCERY I|BEVERAGES|PRODUCE,633929.625395,664002.0730000001,30072.44760500011,0.047438148337462606,0.047438148337462606,0.0,0.011549662737272808,True,0.09023674875482561,1.0501813417297872,0.19346430125983982,0.09490585482060852,0.1710606483090082,0.1374045122985414,0.6,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,2204760.4683944993,730522.6915845,1474237.7768099995,1497493.4687277507,745082.2561777505,752411.21255,1506.2125950920936,707266.9996667486,0.3207908567871677,30124.251901841868,5,OPTIMAL,OPTIMAL,True,True,0.0,0.0021858999971300364,0.0659111998975277
guayas-guayas-context-2-20161219,Guayas,2016-12-19,guayas-context-2,34|27|32|35|36,GROCERY I|BEVERAGES|PRODUCE,238694.79174249998,270400.54698,31705.75523750001,0.1328296901915801,0.1328296901915801,0.0,0.02054729571390603,True,0.14031195682005307,0.9710197477380491,0.22469031047391141,0.09548111017487206,0.25281786704044096,0.1716605549165161,0.4,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,2760921.4265708723,276084.29826575,2484837.1283051223,669196.1711649774,316046.4425454775,353149.72861949995,1902.9592514155877,2091725.255405895,0.757618538244265,38059.18502831176,5,OPTIMAL,OPTIMAL,True,True,0.0,0.002228399971500039,0.053356099990196526
guayas-guayas-context-2-20170814,Guayas,2017-08-14,guayas-context-2,34|27|32|35|36,GROCERY I|BEVERAGES|PRODUCE,230523.38995249994,67887.17697999999,-162636.21297249995,-0.7055085082950222,0.0,-0.7055085082950222,0.016232815224068848,False,-0.7208535688005887,3.7352522262408265,0.7820563333597195,0.08687103871356654,0.23195008320298213,0.1716605549165161,0.4,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,393621.1566187501,256970.08779675004,136651.068822,304510.38269895746,167859.3138769574,136651.06882200003,4690.040732620666,89110.77391979261,0.22638715531772774,93800.81465241333,6,OPTIMAL,OPTIMAL,True,True,0.0,0.00167859997600317,0.03521170001477003
pichincha-pichincha-context-2-20170814,Pichincha,2017-08-14,pichincha-context-2,11|49|10|4|7,CLEANING|DAIRY|BREAD/BAKERY,101185.8604825,29222.532,-71963.32848249999,-0.7111994515769916,0.0,-0.7111994515769916,0.015193755284449684,False,-0.7154186424945725,3.8088570330165097,0.803341072463537,0.0894340684256355,0.2396309576997612,0.1705416887222656,0.0,CALIBRATED,Hoshino12172003/budget-inventory-benders,51aebd06edf8f5d6d124d0f3eebdbb901e63274f,SENSITIVITY_CALIBRATION,TRANSPORT_BASED,167755.70248074998,112765.57313075001,54990.12934999999,130708.09856427216,75717.96921427215,54990.12935000002,1949.8738903409412,37047.60391647782,0.22084259055652097,38997.477806818824,6,OPTIMAL,OPTIMAL,True,True,0.0,0.0015690000727772713,0.044081700034439564
